date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200607,SC,14286,223573,477,,,7347,546
20200607,SD,5438,51622,87,,,4335,65
20200607,TN,26381,472387,561,,,17222,418
20200607,TX,74978,1025468,1878,,,49758,1830
20200607,UT,12066,225885,207,,,7108,121
20200607,VA,50681,329135,1186,316,165,6538,1472
20200607,VI,71,2125,,,,62,6
20200607,VT,1063,40155,14,,,890,55
20200607,WA,25419,347610,205,,57,,1153
20200607,WI,23212,325867,491,107,,14047,647
20200607,WV,2144,109663,28,9,4,1451,84
20200607,WY,947,27804,4,,,757,17
20200606,AK,536,63365,7,,1,382,10
20200606,AL,20043,225601,,,,11395,689
20200606,AR,9101,147656,154,,36,6266,154
20200606,AS,0,174,,,,,0
20200606,AZ,25451,246195,1278,391,292,5399,1042
20200606,CA,126016,2182284,4526,1315,,,4559
20200606,CO,27615,180662,299,,,4055,1274
20200606,CT,43818,251731,333,,,7284,4055
20200606,DC,9269,44409,276,100,68,1138,483
20200606,DE,9845,57790,117,,,5696,485
20200606,FL,62758,1111427,,,,,2773
20200606,GA,51309,471548,788,,,,2174
20200606,GU,179,7284,,,,162,5
20200606,HI,664,52593,,,,614,17
20200606,IA,21478,163236,299,102,62,12715,598
20200606,ID,3111,52128,24,8,,2408,83
20200606,IL,126890,895184,2702,770,476,,5864
20200606,IN,36997,260533,926,344,133,24729,2292
20200606,KS,10393,103260,,,,612,232
20200606,KY,11287,237775,495,75,,3344,470
20200606,LA,42486,385583,582,,77,31728,2925
20200606,MA,103132,541507,1529,359,238,84621,7289
20200606,MD,57482,299894,1059,418,,4175,2740
20200606,ME,2524,56399,35,14,7,1845,98
20200606,MI,64914,650942,864,315,191,42041,5916
20200606,MN,28853,314744,473,206,,22253,1181
20200606,MO,14442,215623,666,,79,,809
20200606,MP,26,6669,,,,16,2
20200606,MS,16769,176354,604,149,84,11203,803
20200606,MT,540,46214,1,,,472,18
20200606,NC,34625,462725,708,,,18860,992
20200606,ND,2816,76064,29,,,2268,59
20200606,NE,15379,102168,181,,,7957,186
20200606,NH,5019,78990,84,,,3319,283
20200606,NJ,163893,755555,1933,539,410,27641,12106
20200606,NM,8672,215968,175,,,3206,387
20200606,NV,9460,162311,348,80,44,522,463
20200606,NY,377316,2060091,2603,720,554,67261,24212
20200606,OH,38111,420415,628,256,155,,2370
20200606,OK,7003,214598,158,65,,5867,345
20200606,OR,4662,141497,121,39,16,2237,163
20200606,PA,75706,435122,1174,,268,52560,5931
20200606,PR,4915,,100,7,4,,142
20200606,RI,15441,155298,182,37,23,1336,772
20200606,SC,13916,218828,453,,,7347,545
20200606,SD,5367,50091,93,,,4273,65
20200606,TN,26071,465350,535,,,17124,417
20200606,TX,73553,1019724,1822,,,48895,1819
20200606,UT,11798,223351,147,,,6939,121
20200606,VA,49397,321734,1171,324,169,6382,1460
20200606,VI,71,2125,,,,62,6
20200606,VT,1046,39037,16,,,888,55
20200606,WA,25227,345430,247,,86,,1149
20200606,WI,22937,314802,492,118,,13770,645
20200606,WV,2131,107592,27,11,3,1446,84
20200606,WY,939,27569,4,,,757,17
20200605,AK,524,60466,8,,1,380,10
20200605,AL,19387,220086,,,,11395,676
20200605,AR,8651,138960,147,,32,5919,152
20200605,AS,0,174,,,,,0
20200605,AZ,24332,239533,1234,375,241,5298,1012
20200605,CA,122901,2115562,4625,1333,,,4485
20200605,CO,27360,176064,319,,,4034,1255
20200605,CT,43460,243927,350,,,7284,4038
20200605,DC,9199,42662,273,99,75,1138,475
20200605,DE,9773,56956,128,,,5631,485
20200605,FL,61488,1073452,,,,,2745
20200605,GA,50621,457167,790,,,,2174
20200605,GU,179,7195,,,,162,5
20200605,HI,655,51681,,,,611,17
20200605,IA,21152,159511,299,102,62,12585,592
20200605,ID,3054,50570,28,8,,2362,83
20200605,IL,125915,875004,2911,817,500,,5795
20200605,IN,36578,255060,924,368,147,24317,2258
20200605,KS,10393,103260,,,,612,232
20200605,KY,10977,231440,505,73,,3316,466
20200605,LA,41989,378797,604,,75,31728,2912
20200605,MA,102557,532212,1533,350,238,84621,7235
20200605,MD,56770,290956,1076,455,,4159,2702
20200605,ME,2482,55050,35,13,7,1797,98
20200605,MI,64821,640450,617,321,205,38099,5909
20200605,MN,28688,304497,478,220,,21864,1159
20200605,MO,14253,210289,666,,79,,799
20200605,MP,26,6669,,,,16,2
20200605,MS,16759,176354,604,149,84,11203,803
20200605,MT,541,45347,1,,,470,18
20200605,NC,33255,448892,717,,,18860,966
20200605,ND,2745,74111,30,,,2242,59
20200605,NE,15117,99705,190,,,7598,186
20200605,NH,4876,74889,86,,,3187,273
20200605,NJ,163336,755555,1933,542,410,27433,12049
20200605,NM,8353,209404,170,,,3115,383
20200605,NV,9266,156841,341,72,47,522,460
20200605,NY,376208,1983304,2728,758,583,66992,24175
20200605,OH,37758,408437,671,259,168,,2355
20200605,OK,6907,209564,164,66,,5781,344
20200605,OR,4570,138676,121,39,16,2214,161
20200605,PA,75005,424201,1174,,268,52069,5886
20200605,PR,4620,,116,9,7,,141
20200605,RI,15441,155298,182,37,23,1336,772
20200605,SC,13453,217846,453,,,7347,538
20200605,SD,5277,48086,83,,,4179,65
20200605,TN,25520,456652,505,,,16925,408
20200605,TX,71613,989963,1855,,,47865,1788
20200605,UT,11252,220945,133,,,6788,120
20200605,VA,48532,315238,1205,320,161,6392,1453
20200605,VI,71,1980,,,,62,6
20200605,VT,1027,38090,14,,,882,55
20200605,WA,25023,341885,285,,91,,1138
20200605,WI,22599,303332,526,124,,13337,633
20200605,WV,2119,106399,27,11,3,1445,84
20200605,WY,933,26679,4,,,755,17
20200604,AK,513,59584,13,,1,376,10
20200604,AL,19072,216227,,,,11395,653
20200604,AR,8067,134413,138,,30,5717,142
20200604,AS,0,174,,,,,0
20200604,AZ,22753,227002,1079,375,223,5172,996
20200604,CA,119807,2062864,4455,1279,,,4422
20200604,CO,27060,170140,356,,,4014,1254
20200604,CT,43239,238286,373,,,7284,4007
20200604,DC,9120,41976,276,98,73,1138,475
20200604,DE,9746,56163,142,,,5562,483
20200604,FL,60183,1046860,,,,,2691
20200604,GA,49847,446484,807,,,,2147
20200604,GU,179,6805,,,,162,5
20200604,HI,653,49985,,,,612,17
20200604,IA,20805,154130,310,105,70,12333,580
20200604,ID,2990,46815,27,2,,2311,83
20200604,IL,124759,857257,3044,853,516,,5736
20200604,IN,36096,249138,979,372,144,23707,2231
20200604,KS,10170,97883,,,,592,222
20200604,KY,10705,225220,518,67,,3303,458
20200604,LA,41562,369624,613,,82,31728,2883
20200604,MA,102063,522872,1637,401,249,84621,7201
20200604,MD,55858,281160,1096,456,,3985,2668
20200604,ME,2446,53755,35,14,7,1739,95
20200604,MI,64616,627907,617,321,205,38099,5901
20200604,MN,28290,293858,512,244,,21490,1126
20200604,MO,14057,204604,599,,82,,786
20200604,MP,26,6669,,,,16,2
20200604,MS,16560,168425,633,145,97,11203,794
20200604,MT,539,44103,1,,,467,17
20200604,NC,31966,436336,659,,,18860,960
20200604,ND,2706,73038,32,,,2209,58
20200604,NE,14866,97389,211,,,7005,187
20200604,NH,4795,71170,88,,,3157,265
20200604,NJ,162530,695199,1982,537,459,27231,11970
20200604,NM,8140,204856,170,,,3013,375
20200604,NV,9090,152333,364,79,47,512,460
20200604,NY,375133,1917899,2849,832,613,66756,24133
20200604,OH,37282,399969,693,267,181,,2339
20200604,OK,6907,204815,148,63,,5781,344
20200604,OR,4474,134838,124,40,13,2199,159
20200604,PA,74560,416942,1174,,268,51019,5817
20200604,PR,4508,,114,15,9,,140
20200604,RI,15325,150598,185,42,29,1326,756
20200604,SC,13005,217846,453,,,6976,525
20200604,SD,5247,47375,86,,,4163,64
20200604,TN,25120,451018,547,,,16643,401
20200604,TX,69920,968635,1796,,,46799,1767
20200604,UT,10813,216694,164,,,6628,117
20200604,VA,47856,305734,1266,321,171,6284,1445
20200604,VI,71,1975,,,,62,6
20200604,VT,1026,36808,13,,,881,55
20200604,WA,24677,335972,272,,94,,1135
20200604,WI,22193,291367,551,117,,12980,626
20200604,WV,2092,103957,28,11,2,1399,78
20200604,WY,915,26074,4,,,714,17
20200603,AK,505,57677,11,,0,373,10
20200603,AL,18851,212743,,,,11395,653
20200603,AR,8067,134413,132,,31,5717,142
20200603,AS,0,174,,,,,0
20200603,AZ,22233,222292,1092,379,239,5076,981
20200603,CA,117687,2013607,4458,1313,,,4361
20200603,CO,26788,167389,388,,,3983,1228
20200603,CT,43091,233345,406,,,7511,3989
20200603,DC,9016,40546,285,103,72,1138,473
20200603,DE,9712,55208,153,,,5493,475
20200603,FL,58764,1022149,,,,,2650
20200603,GA,48894,433818,815,,,,2123
20200603,GU,178,6549,,,,151,5
20200603,HI,653,48855,,,,609,17
20200603,IA,20055,144390,314,116,76,12064,574
20200603,ID,2933,46009,32,2,,2282,83
20200603,IL,123830,835345,3173,844,508,,5621
20200603,IN,35712,242103,1017,358,138,23182,2207
20200603,KS,10170,97883,,,,592,222
20200603,KY,10410,221789,488,68,,3283,450
20200603,LA,41133,360954,617,,86,31728,2870
20200603,MA,101592,516169,1684,393,263,78108,7152
20200603,MD,54982,272643,1109,471,,3970,2666
20200603,ME,2418,50591,44,14,10,1699,95
20200603,MI,64382,613173,646,328,224,38099,5884
20200603,MN,27889,283319,537,254,,21169,1097
20200603,MO,13767,197586,571,,70,,786
20200603,MP,23,6534,,,,16,2
20200603,MS,16322,168425,602,141,96,11203,782
20200603,MT,525,42923,1,,,464,17
20200603,NC,30777,418486,684,,,18860,939
20200603,ND,2679,71823,34,,,2169,54
20200603,NE,14611,95355,194,,,6743,181
20200603,NH,4749,70990,97,,,3071,256
20200603,NJ,162068,675352,2250,612,459,27008,11880
20200603,NM,8024,198813,182,,,2960,367
20200603,NV,8935,147320,372,84,47,501,455
20200603,NY,374085,1855388,2978,865,638,66502,24079
20200603,OH,36792,389313,704,283,198,,2299
20200603,OK,6805,201247,136,59,,5711,341
20200603,OR,4399,132269,112,27,10,2199,159
20200603,PA,74022,401369,1164,,269,49915,5741
20200603,PR,4023,,107,12,7,,140
20200603,RI,15219,147321,189,44,30,1311,742
20200603,SC,12651,210274,433,,,6976,518
20200603,SD,5162,43500,87,,,4084,62
20200603,TN,24822,445957,548,,,16319,388
20200603,TX,68271,938497,1487,,,45858,1734
20200603,UT,10497,213484,150,,,6501,117
20200603,VA,46905,295482,1311,313,185,6165,1428
20200603,VI,70,1956,,,,62,6
20200603,VT,990,36205,10,,,879,55
20200603,WA,24385,331675,263,,89,,1129
20200603,WI,21661,279711,556,130,,12172,616
20200603,WV,2071,101697,34,13,4,1381,78
20200603,WY,915,25713,4,,,714,17
20200602,AK,487,55716,10,,0,371,10
20200602,AL,18642,205160,,,,9355,651
20200602,AR,7443,125793,121,,26,5401,133
20200602,AS,0,174,,,,,0
20200602,AZ,21250,216583,1009,380,235,4967,941
20200602,CA,115310,1956281,4393,1286,,,4286
20200602,CO,26577,163960,394,,,3954,1185
20200602,CT,42979,227631,434,,,7511,3972
20200602,DC,8886,38815,295,106,74,1137,470
20200602,DE,9685,54377,157,,,5442,471
20200602,FL,57447,992305,,,,,2613
20200602,GA,48207,426080,828,,,,2102
20200602,GU,177,6214,,,,148,5
20200602,HI,652,48269,,,,608,17
20200602,IA,20016,143674,327,114,76,11742,561
20200602,ID,2906,45227,35,2,,2266,83
20200602,IL,122848,811856,3238,874,548,,5525
20200602,IN,35237,236682,961,358,140,22623,2197
20200602,KS,10011,93301,,,,555,217
20200602,KY,10185,217086,481,85,,3275,442
20200602,LA,40746,352387,639,,83,31728,2835
20200602,MA,101163,508232,1657,394,269,78108,7085
20200602,MD,54175,261640,1148,481,,3855,2646
20200602,ME,2377,50591,48,16,10,1646,94
20200602,MI,64103,597072,674,346,240,38099,5869
20200602,MN,27376,267931,537,248,,20381,1082
20200602,MO,13575,191855,693,,81,,783
20200602,MP,23,6534,,,,16,2
20200602,MS,16020,163478,584,146,97,11203,767
20200602,MT,523,41689,1,,,462,17
20200602,NC,29889,405032,716,,,18860,921
20200602,ND,2646,70998,34,,,2127,54
20200602,NE,14345,92073,,,,,178
20200602,NH,4685,69659,98,,,2954,245
20200602,NJ,161545,656132,2370,639,480,26815,11770
20200602,NM,7800,195315,191,,,2888,362
20200602,NV,8830,143261,365,88,39,464,452
20200602,NY,373040,1794791,3121,907,673,66262,24023
20200602,OH,36350,373558,697,295,204,,2258
20200602,OK,6692,197965,124,60,,5599,339
20200602,OR,4335,129874,102,29,15,2164,157
20200602,PA,73510,399361,1302,,283,48838,5667
20200602,PR,3935,,106,17,10,,138
20200602,RI,15112,144448,188,48,31,1302,732
20200602,SC,12415,206362,425,,,6976,501
20200602,SD,5067,41779,89,,,3990,62
20200602,TN,24375,437761,565,,,15916,381
20200602,TX,66568,919656,1773,,,44517,1698
20200602,UT,10202,211589,159,,,6319,113
20200602,VA,46239,282650,1362,336,186,6011,1407
20200602,VI,70,1936,,,,62,6
20200602,VT,988,35631,10,,,879,55
20200602,WA,24086,326646,232,,48,,1124
20200602,WI,21155,263743,597,139,,12172,607
20200602,WV,2041,98502,31,11,4,1341,77
20200602,WY,910,24832,7,,,667,17
20200601,AK,467,53723,10,,1,368,10
20200601,AL,18363,205160,,,,9355,646
20200601,AR,7443,125793,115,,27,5401,133
20200601,AS,0,174,,,,,0
20200601,AZ,20123,207947,968,377,238,4869,917
20200601,CA,113006,1899577,4258,1273,,,4251
20200601,CO,26378,159998,414,,,3919,1181
20200601,CT,42740,218650,454,,,7511,3964
20200601,DC,8857,38406,302,108,67,1126,468
20200601,DE,9605,52842,159,,,5353,471
20200601,FL,56830,983570,,,,,2543
20200601,GA,47618,424013,841,,,,2074
20200601,GU,175,6141,,,,145,5
20200601,HI,652,47835,,,,608,17
20200601,IA,19697,139384,339,125,73,11440,551
20200601,ID,2839,43858,30,1,,2248,82
20200601,IL,121234,797039,3215,902,547,,5412
20200601,IN,34830,231066,1041,366,148,22224,2142
20200601,KS,10011,85230,,,,547,217
20200601,KY,10046,206000,457,90,,3232,439
20200601,LA,40341,347029,661,,86,31728,2801
20200601,MA,100805,502628,1747,404,289,78108,7035
20200601,MD,53327,255403,1174,479,,3782,2625
20200601,ME,2349,47284,52,17,10,1586,89
20200601,MI,63813,581424,674,346,240,38099,5843
20200601,MN,26897,260739,549,253,,19441,1060
20200601,MO,13327,186381,693,,78,,773
20200601,MP,22,6312,,,,16,2
20200601,MS,15752,160502,584,146,97,11203,739
20200601,MT,519,40138,2,,,461,17
20200601,NC,29263,392645,650,,,18860,898
20200601,ND,2625,70676,35,,,2078,50
20200601,NE,14101,89564,,,,,170
20200601,NH,4651,67805,96,,,2948,245
20200601,NJ,160918,634682,2466,646,459,26703,11721
20200601,NM,7689,191915,182,,,2853,356
20200601,NV,8688,138095,361,87,40,459,445
20200601,NY,371711,1742066,3331,999,746,66110,23959
20200601,OH,35984,362082,761,324,223,,2206
20200601,OK,6573,186700,154,65,,5511,334
20200601,OR,4302,127316,108,32,17,2164,154
20200601,PA,72898,389431,1302,,287,48428,5567
20200601,PR,3873,,99,9,4,,136
20200601,RI,14991,141844,195,46,29,1281,720
20200601,SC,12148,192540,450,,,6459,500
20200601,SD,5034,40627,87,,,3903,62
20200601,TN,23554,424939,504,,,15564,367
20200601,TX,64880,905151,1756,,,43338,1678
20200601,UT,9999,208113,134,,,6251,113
20200601,VA,45398,279321,1371,347,188,5899,1392
20200601,VI,70,1741,,,,62,6
20200601,VT,983,34343,16,,,880,55
20200601,WA,23798,320527,245,,52,,1118
20200601,WI,20736,253595,613,136,,11838,595
20200601,WV,2017,96078,31,11,4,1313,75
20200601,WY,910,24237,8,,,667,17
20200531,AK,434,51261,14,,2,368,10
20200531,AL,17903,199650,,,,9355,631
20200531,AR,7253,122262,115,,27,5275,133
20200531,AS,0,174,,,,,0
20200531,AZ,19936,205270,973,376,239,4761,906
20200531,CA,110583,1834265,4331,1324,,,4213
20200531,CO,26098,154529,414,,,3919,1181
20200531,CT,42201,207845,481,,,7127,3944
20200531,DC,8801,37682,295,109,66,1116,466
20200531,DE,9498,51173,160,,,5266,468
20200531,FL,56163,965186,,,,,2534
20200531,GA,46986,418539,853,,,,2042
20200531,GU,173,5929,,,,144,5
20200531,HI,651,53969,,,,606,17
20200531,IA,19552,136744,341,116,70,11147,534
20200531,ID,2839,43858,34,1,,2248,82
20200531,IL,120260,777999,3296,941,550,,5390
20200531,IN,34574,226972,1050,372,143,21704,2134
20200531,KS,9719,85230,,,,547,208
20200531,KY,9704,204049,480,87,,3232,431
20200531,LA,39916,335193,678,,84,28700,2791
20200531,MA,96965,495888,1824,436,,78108,6846
20200531,MD,52778,249103,1183,479,,3764,2596
20200531,ME,2325,47284,49,18,10,1552,89
20200531,MI,63568,567192,774,371,250,38099,5818
20200531,MN,26322,257133,555,257,,18695,1050
20200531,MO,13147,180414,718,,83,,772
20200531,MP,22,6151,,,,15,2
20200531,MS,15501,156336,570,113,108,9401,734
20200531,MT,515,39283,2,,,456,17
20200531,NC,28589,387700,649,,,14954,886
20200531,ND,2577,69463,36,,,1959,48
20200531,NE,13905,87237,,,,,170
20200531,NH,4545,65735,107,,,2940,242
20200531,NJ,160445,585700,2497,522,378,26560,11698
20200531,NM,7624,186823,189,,,2835,351
20200531,NV,8593,133967,336,71,41,428,444
20200531,NY,370770,1693055,3436,1050,791,65934,23905
20200531,OH,35513,355395,779,310,213,,2155
20200531,OK,6506,186700,154,65,,5492,334
20200531,OR,4243,124958,117,33,17,2152,153
20200531,PA,72546,383111,1352,,296,48190,5555
20200531,PR,3776,,99,9,1,,136
20200531,RI,14928,139565,206,46,29,1252,718
20200531,SC,11861,188355,402,,,6459,494
20200531,SD,4993,39135,86,,,3837,62
20200531,TN,23006,412971,463,,,15300,364
20200531,TX,64287,887578,1684,,,42423,1672
20200531,UT,9797,204117,142,,,6137,113
20200531,VA,44607,270784,1458,371,196,5868,1375
20200531,VI,69,1633,,,,61,6
20200531,VT,981,32989,18,,,873,55
20200531,WA,23456,314671,266,,67,,1118
20200531,WI,20564,250103,625,133,,11646,592
20200531,WV,2010,95612,33,14,8,1303,75
20200531,WY,903,23490,13,,,658,16
20200530,AK,434,51261,14,,2,368,10
20200530,AL,17359,194842,,,,9355,618
20200530,AR,7013,119484,104,,26,5166,133
20200530,AS,0,174,,,,,0
20200530,AZ,19255,197792,975,386,241,4657,903
20200530,CA,106878,1781717,4215,1273,,,4156
20200530,CO,25613,150128,421,,,3859,1181
20200530,CT,42022,204913,533,,,7127,3912
20200530,DC,8717,36912,317,109,66,1100,462
20200530,DE,9422,49907,174,,,5205,466
20200530,FL,55424,939544,,,,,2530
20200530,GA,46286,408552,850,,,,2003
20200530,GU,173,5929,,,,144,5
20200530,HI,649,53365,,,,605,17
20200530,IA,19244,131179,368,118,69,11019,531
20200530,ID,2803,42621,36,,,2225,82
20200530,IL,118917,758188,3336,925,661,,5330
20200530,IN,34211,222184,1149,412,161,,2125
20200530,KS,9719,85230,,,,547,208
20200530,KY,9464,198731,499,81,,3231,418
20200530,LA,39577,329242,674,,84,28700,2785
20200530,MA,96301,486218,1904,453,,78108,6768
20200530,MD,52015,241931,1239,492,,3649,2562
20200530,ME,2282,47284,46,18,11,1505,89
20200530,MI,63321,554509,774,371,250,38099,5802
20200530,MN,26181,250392,589,263,,17864,1036
20200530,MO,12962,172468,679,,85,,771
20200530,MP,22,5986,,,,15,2
20200530,MS,15229,150703,593,145,92,9401,723
20200530,MT,505,38779,2,,,448,17
20200530,NC,27673,376484,638,,,14954,877
20200530,ND,2554,68427,34,,,1943,48
20200530,NE,13654,85354,,,,,170
20200530,NH,4492,64468,105,,,2802,238
20200530,NJ,159608,585700,2626,672,499,26301,11634
20200530,NM,7493,180768,193,,,2728,344
20200530,NV,8495,130037,371,92,42,428,439
20200530,NY,369660,1635721,3619,1124,857,65609,23848
20200530,OH,35034,346913,806,339,219,,2149
20200530,OK,6418,186700,154,65,,5435,334
20200530,OR,4185,122610,131,32,17,2137,153
20200530,PA,72031,375741,1352,,295,47133,5537
20200530,PR,3718,,106,6,5,,133
20200530,RI,14819,135498,219,50,32,1225,711
20200530,SC,11394,178125,387,,,6459,487
20200530,SD,4960,37978,93,,,3805,62
20200530,TN,22566,404480,516,,,15193,364
20200530,TX,62338,866179,1752,,,40068,1626
20200530,UT,9533,200572,139,,,5995,112
20200530,VA,43611,261901,1471,372,194,5745,1370
20200530,VI,69,1633,,,,61,6
20200530,VT,977,31690,17,,,865,55
20200530,WA,23275,312508,319,,88,,1111
20200530,WI,20382,242908,617,144,,11338,588
20200530,WV,1974,93916,33,14,8,1290,75
20200530,WY,898,23185,13,,,658,16
20200529,AK,430,49009,14,,1,367,10
20200529,AL,16823,192060,,,,9355,605
20200529,AR,6538,113230,104,,27,4583,125
20200529,AS,0,174,,,,,0
20200529,AZ,18465,191348,931,378,238,4551,885
20200529,CA,103886,1731592,4414,1328,,,4068
20200529,CO,25121,143838,464,,,3838,1168
20200529,CT,41762,199631,577,,,7127,3868
20200529,DC,8538,35320,338,114,65,1089,460
20200529,DE,9236,48297,183,,,5103,463
20200529,FL,54497,928742,,,,,2495
20200529,GA,45670,404601,889,,,,1974
20200529,GU,172,5923,,,,144,5
20200529,HI,647,52177,,,,604,17
20200529,IA,18926,128394,376,117,78,10753,522
20200529,ID,2769,41992,34,,,2195,82
20200529,IL,117455,734307,3599,980,593,,5270
20200529,IN,33558,215155,1149,412,161,,2110
20200529,KS,9719,85230,,,,547,208
20200529,KY,9184,212090,494,88,,3181,409
20200529,LA,38802,316225,714,,90,28700,2766
20200529,MA,95512,476233,1991,485,,78108,6718
20200529,MD,50988,233530,1296,507,,3571,2538
20200529,ME,2226,43480,53,18,12,1458,85
20200529,MI,63116,538868,774,371,250,33168,5778
20200529,MN,26013,242124,592,259,,16930,1006
20200529,MO,12795,165055,650,,85,,738
20200529,MP,22,5662,,,,13,2
20200529,MS,14790,151518,584,121,77,9401,710
20200529,MT,493,38036,2,,,448,17
20200529,NC,26488,364743,680,,,14954,859
20200529,ND,2520,66933,36,,,1882,48
20200529,NE,13261,81542,,,,,164
20200529,NH,4386,62476,110,,,2730,232
20200529,NJ,158844,557567,2707,720,544,26084,11531
20200529,NM,7364,176180,196,,,2684,335
20200529,NV,8350,126066,371,92,42,428,435
20200529,NY,368284,1575846,3781,1164,889,65289,23780
20200529,OH,34566,335324,833,326,222,,2131
20200529,OK,6338,181060,160,68,,5340,329
20200529,OR,4131,118550,155,36,21,1981,151
20200529,PA,71339,366970,1445,,313,46370,5464
20200529,PR,3647,,101,12,5,,132
20200529,RI,14635,131720,219,47,33,1206,693
20200529,SC,11131,177126,399,,,6459,483
20200529,SD,4866,35816,95,,,3744,59
20200529,TN,22085,399882,507,,,14965,360
20200529,TX,61006,832269,1701,,,40068,1626
20200529,UT,9264,196591,135,,,5813,107
20200529,VA,42533,255844,1524,373,193,5648,1358
20200529,VI,69,1633,,,,61,6
20200529,VT,975,30910,14,,,859,55
20200529,WA,23047,309438,317,,85,,1106
20200529,WI,19843,233588,658,145,,10880,568
20200529,WV,1951,91426,33,14,8,1241,74
20200529,WY,891,22378,13,,,634,15
20200528,AK,425,47545,10,,,366,10
20200528,AL,16310,184171,,,,9355,590
20200528,AR,6538,112364,104,,27,4583,120
20200528,AS,0,174,,,,,0
20200528,AZ,17763,185151,945,374,222,4452,857
20200528,CA,101697,1688862,4529,1325,,,3973
20200528,CO,24767,138356,464,,,3783,1135
20200528,CT,41559,193966,648,,,7127,3826
20200528,DC,8492,35022,343,108,65,1082,453
20200528,DE,9171,47630,192,,,5010,459
20200528,FL,53285,898331,,,,,2446
20200528,GA,45070,399576,903,,,,1962
20200528,GU,172,5790,,,,143,5
20200528,HI,644,51195,,,,600,17
20200528,IA,18573,124360,383,112,67,10359,504
20200528,ID,2731,41144,35,,,2185,82
20200528,IL,115833,714133,3649,1009,576,,5186
20200528,IN,33068,209219,1131,411,178,,2068
20200528,KS,9337,75151,,,,534,205
20200528,KY,9077,173024,512,82,,3124,400
20200528,LA,38802,316225,761,,100,28700,2740
20200528,MA,94895,467428,2112,529,,78108,6640
20200528,MD,49709,225149,1334,511,,3468,2501
20200528,ME,2189,43480,58,22,14,1402,84
20200528,MI,62797,522663,860,405,251,33168,5751
20200528,MN,25559,232195,606,242,,16655,977
20200528,MO,12673,158394,648,,88,,707
20200528,MP,22,5401,,,,13,2
20200528,MS,14372,142125,594,148,78,9401,693
20200528,MT,485,36308,1,,,445,17
20200528,NC,25412,349780,708,,,14954,827
20200528,ND,2481,65773,35,,,1793,48
20200528,NE,12976,80004,,,,,163
20200528,NH,4286,61310,105,,,2691,223
20200528,NJ,157815,528042,2797,740,564,25804,11401
20200528,NM,7252,172291,210,,,2638,329
20200528,NV,8208,122982,439,123,55,406,425
20200528,NY,366733,1510056,4010,1219,931,64954,23722
20200528,OH,33915,326097,812,285,190,,2098
20200528,OK,6270,176136,181,80,,5236,326
20200528,OR,4086,115561,149,32,17,1981,151
20200528,PA,70042,357804,1476,,321,44826,5373
20200528,PR,3486,,120,12,5,,131
20200528,RI,14494,125871,222,53,36,1186,677
20200528,SC,10788,171461,397,,,6102,470
20200528,SD,4793,34233,105,,,3698,54
20200528,TN,21679,394310,545,,,14632,356
20200528,TX,59776,813442,1692,,,38905,1601
20200528,UT,8921,194586,169,,,5623,106
20200528,VA,41401,245880,1502,416,195,5472,1338
20200528,VI,69,1617,,,,61,6
20200528,VT,974,30178,17,,,855,55
20200528,WA,22753,304340,325,,94,,1095
20200528,WI,19077,220719,659,138,,10384,550
20200528,WV,1906,88409,35,13,6,1211,74
20200528,WY,874,22286,15,,,624,15
20200527,AK,412,45951,14,,,364,10
20200527,AL,15843,179951,,,,7951,581
20200527,AR,6277,109319,108,,22,4424,120
20200527,AS,0,174,,,,,0
20200527,AZ,17262,179004,911,375,237,4361,831
20200527,CA,98980,1637914,4544,1407,,,3884
20200527,CO,24565,134855,484,,,3741,1114
20200527,CT,41288,187581,684,,,7127,3803
20200527,DC,8406,34291,349,113,76,1082,445
20200527,DE,9096,46325,196,,,4909,453
20200527,FL,52634,880937,,,,,2400
20200527,GA,44421,396335,907,,,,1907
20200527,GU,170,5515,1,,,143,5
20200527,HI,643,50559,,,,593,17
20200527,IA,18360,121166,393,109,66,10016,491
20200527,ID,2699,40318,29,,,2100,81
20200527,IL,114306,689667,3826,1031,592,,5083
20200527,IN,32437,202896,1122,400,182,,2030
20200527,KS,9337,75151,,,,534,205
20200527,KY,9077,173024,489,78,,3124,400
20200527,LA,38497,309150,798,,100,28700,2722
20200527,MA,94220,457924,2106,556,,,6547
20200527,MD,48423,213632,1338,520,,3401,2458
20200527,ME,2137,43480,59,25,14,1357,81
20200527,MI,62461,505609,882,388,272,33168,5727
20200527,MN,24988,222821,598,260,,16314,942
20200527,MO,12492,153029,644,,84,,696
20200527,MP,22,5178,,,,13,2
20200527,MS,14044,134088,547,127,73,9401,670
20200527,MT,481,35162,2,,,444,17
20200527,NC,24628,339528,702,,,14954,794
20200527,ND,2439,64901,40,,,1762,44
20200527,NE,12619,77802,,,,,153
20200527,NH,4231,60001,91,,,2550,214
20200527,NJ,156628,503697,2761,768,583,25552,11339
20200527,NM,7130,173516,211,,,2564,325
20200527,NV,8113,120446,435,108,48,401,416
20200527,NY,364965,1446579,4208,1261,988,64632,23643
20200527,OH,33439,316286,885,313,217,,2044
20200527,OK,6229,172409,156,74,,5135,322
20200527,OR,4038,112954,146,35,16,1795,148
20200527,PA,69417,349990,1493,,351,43038,5265
20200527,PR,3397,,105,8,4,,129
20200527,RI,14353,124030,218,49,35,1175,655
20200527,SC,10623,165060,398,,,6102,466
