LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVN,HHFA,CURDEP,PC_HHFA,A,2015,48.42322,
SVN,HHFA,CURDEP,PC_HHFA,A,2016,48.42434,
SVN,HHFA,CURDEP,PC_HHFA,A,2017,47.86154,
SVN,HHFA,CURDEP,PC_HHFA,A,2018,47.75052,
SVN,HHFA,CURDEP,PC_HHFA,A,2019,48.19302,
LVA,HHFA,CURDEP,PC_HHFA,A,2015,41.89357,
LVA,HHFA,CURDEP,PC_HHFA,A,2016,40.14291,
LVA,HHFA,CURDEP,PC_HHFA,A,2017,38.31054,
LVA,HHFA,CURDEP,PC_HHFA,A,2018,37.29191,
LTU,HHFA,CURDEP,PC_HHFA,A,2015,37.30219,
LTU,HHFA,CURDEP,PC_HHFA,A,2016,34.96747,
LTU,HHFA,CURDEP,PC_HHFA,A,2017,34.63414,
LTU,HHFA,CURDEP,PC_HHFA,A,2018,36.66456,
