LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GBR,HHDEBT,TOT,PC_NDI,A,2016,141.8248,
GBR,HHDEBT,TOT,PC_NDI,A,2017,142.7571,
GBR,HHDEBT,TOT,PC_NDI,A,2018,141.151,
EST,HHDEBT,TOT,PC_NDI,A,2015,80.22324,
EST,HHDEBT,TOT,PC_NDI,A,2016,80.79245,
EST,HHDEBT,TOT,PC_NDI,A,2017,80.66492,
EST,HHDEBT,TOT,PC_NDI,A,2018,79.01333,
SVN,HHDEBT,TOT,PC_NDI,A,2015,57.25617,
SVN,HHDEBT,TOT,PC_NDI,A,2016,56.72981,
SVN,HHDEBT,TOT,PC_NDI,A,2017,56.72166,
SVN,HHDEBT,TOT,PC_NDI,A,2018,56.63939,
LVA,HHDEBT,TOT,PC_NDI,A,2015,49.51926,
LVA,HHDEBT,TOT,PC_NDI,A,2016,46.01205,
LVA,HHDEBT,TOT,PC_NDI,A,2017,44.30675,
LVA,HHDEBT,TOT,PC_NDI,A,2018,41.86707,
LTU,HHDEBT,TOT,PC_NDI,A,2015,48.37809,
LTU,HHDEBT,TOT,PC_NDI,A,2016,51.64744,
LTU,HHDEBT,TOT,PC_NDI,A,2017,48.95232,
LTU,HHDEBT,TOT,PC_NDI,A,2018,49.94695,
