LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,HHDI,NET,AGRWTH,A,2015,1.43380120493547,
NLD,HHDI,NET,AGRWTH,A,2016,2.05887411525479,
NLD,HHDI,NET,AGRWTH,A,2017,1.08005713024112,
NLD,HHDI,NET,AGRWTH,A,2018,1.94685584286876,E
POL,HHDI,NET,AGRWTH,A,2015,3.55138596255196,
POL,HHDI,NET,AGRWTH,A,2016,5.3479999026767,
POL,HHDI,NET,AGRWTH,A,2017,3.25464848147099,
POL,HHDI,NET,AGRWTH,A,2018,2.9842129825197,E
PRT,HHDI,NET,AGRWTH,A,2015,2.64029579668314,
PRT,HHDI,NET,AGRWTH,A,2016,2.32725121035938,
PRT,HHDI,NET,AGRWTH,A,2017,1.05415763721934,
PRT,HHDI,NET,AGRWTH,A,2018,2.92552854910793,E
PRT,HHDI,NET,AGRWTH,A,2019,2.50900469980804,E
SVK,HHDI,NET,AGRWTH,A,2015,4.59834130855121,
SVK,HHDI,NET,AGRWTH,A,2016,3.21926193583858,
SVK,HHDI,NET,AGRWTH,A,2017,3.25376417254685,
SVK,HHDI,NET,AGRWTH,A,2018,5.0344296310078,
SVK,HHDI,NET,AGRWTH,A,2019,2.48284175069746,
ESP,HHDI,NET,AGRWTH,A,2015,3.91401330130545,
ESP,HHDI,NET,AGRWTH,A,2016,2.4662999612966,
ESP,HHDI,NET,AGRWTH,A,2017,1.35578045697746,
ESP,HHDI,NET,AGRWTH,A,2018,2.18751964498326,
SWE,HHDI,NET,AGRWTH,A,2015,2.63322178289463,
SWE,HHDI,NET,AGRWTH,A,2016,3.90092822456587,
SWE,HHDI,NET,AGRWTH,A,2017,1.40001054632208,
SWE,HHDI,NET,AGRWTH,A,2018,1.69866492187113,
SWE,HHDI,NET,AGRWTH,A,2019,1.96024891640087,
GBR,HHDI,NET,AGRWTH,A,2015,4.96310261829396,
GBR,HHDI,NET,AGRWTH,A,2016,0.543883571817452,
GBR,HHDI,NET,AGRWTH,A,2017,1.20322680818629,
GBR,HHDI,NET,AGRWTH,A,2018,1.91582240933315,
EST,HHDI,NET,AGRWTH,A,2015,5.78661331238133,
EST,HHDI,NET,AGRWTH,A,2016,4.20192907705648,
EST,HHDI,NET,AGRWTH,A,2017,3.37243211173152,
EST,HHDI,NET,AGRWTH,A,2018,5.26383997220336,
SVN,HHDI,NET,AGRWTH,A,2015,2.22392105451499,
SVN,HHDI,NET,AGRWTH,A,2016,4.69648383714877,
SVN,HHDI,NET,AGRWTH,A,2017,2.96411220598215,
SVN,HHDI,NET,AGRWTH,A,2018,3.60586185184033,
EA,HHDI,NET,AGRWTH,A,2015,1.78350847320494,
EA,HHDI,NET,AGRWTH,A,2016,2.13921248142239,
EA,HHDI,NET,AGRWTH,A,2017,1.3992683229137,
EA,HHDI,NET,AGRWTH,A,2018,1.650197946726,
LVA,HHDI,NET,AGRWTH,A,2015,7.16741278573573,
LVA,HHDI,NET,AGRWTH,A,2016,4.35559251725836,
LVA,HHDI,NET,AGRWTH,A,2017,3.034976908838,
LVA,HHDI,NET,AGRWTH,A,2018,6.46402445494942,
LTU,HHDI,NET,AGRWTH,A,2015,3.50048796808169,
LTU,HHDI,NET,AGRWTH,A,2016,5.63448283662282,
LTU,HHDI,NET,AGRWTH,A,2017,0.55855321527995,
LTU,HHDI,NET,AGRWTH,A,2018,2.02517593723749,
